station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
2199A,46.0872,122.062,méngjiāncèzhàn,盟监测站,Union monitoring station,xīngānméng,兴安盟,Hinggan League,Mainland China,Nei Mongol
2200A,46.0703,122.0506,shènghuáxīnzhìyàochǎng,胜华新制药厂,Shenghua New Pharmaceutical Factory,xīngānméng,兴安盟,Hinggan League,Mainland China,Nei Mongol
2202A,43.9317,116.1042,shìhuánbǎojiāncèzhàn,市环保监测站,City Environmental Monitoring Station,xílínguōlèméng,锡林郭勒盟,Xilingol League,Mainland China,Nei Mongol
2203A,43.9311,116.0781,shìzhèngfǔ,市政府,Local government,xílínguōlèméng,锡林郭勒盟,Xilingol League,Mainland China,Nei Mongol
2204A,38.8343,105.6775,tǐyùcháng,体育场,a stadium,ālāshànméng,阿拉善盟,Alxa League,Mainland China,Nei Mongol
2205A,38.843,105.6975,ménghuánbǎolóu,盟环保楼,Alliance Environmental Building,ālāshànméng,阿拉善盟,Alxa League,Mainland China,Nei Mongol
2206A,38.8516,105.724,huánbǎojúxīnlóu,环保局新楼,New Building of the Environmental Protection Agency,ālāshànméng,阿拉善盟,Alxa League,Mainland China,Nei Mongol
2207A,41.9967,121.6178,gōngyèyuánqū,工业园区,Industrial Park,fùxīn,阜新,Fuxin,Mainland China,Liaoning
2208A,42.0186,121.6561,chángqīngjiē,长青街,Changqing Street,fùxīn,阜新,Fuxin,Mainland China,Liaoning
2209A,42.0503,121.6972,nóngyèyuánqū,农业园区,Agricultural park,fùxīn,阜新,Fuxin,Mainland China,Liaoning
2210A,42.0228,121.6722,dōngyuàn,东苑,Dongyuan,fùxīn,阜新,Fuxin,Mainland China,Liaoning
2211A,42.0486,121.6592,yùlóngxīnchéng,玉龙新城,Yulong New City,fùxīn,阜新,Fuxin,Mainland China,Liaoning
2212A,41.1953,123.2,hóngwěiqū,宏伟区,Hongwei District,liáoyáng,辽阳,Liaoyang,Mainland China,Liaoning
2213A,41.2553,123.15,xīnhuáyuán,新华园,Xinhuayuan,liáoyáng,辽阳,Liaoyang,Mainland China,Liaoning
2214A,41.2736,123.1761,bīnhélù,滨河路,Binhe Road,liáoyáng,辽阳,Liaoyang,Mainland China,Liaoning
2215A,41.2894,123.1417,tiěxīgōngyèyuán,铁西工业园,Tiexi Industrial Park,liáoyáng,辽阳,Liaoyang,Mainland China,Liaoning
2216A,42.3022,123.8139,hùigōngjiēxī,汇工街西,Huigong Street West,tiělíng,铁岭,Tieling,Mainland China,Liaoning
2217A,42.2953,123.8831,shǔishànglèyuán,水上乐园,water park,tiělíng,铁岭,Tieling,Mainland China,Liaoning
2218A,42.2864,123.8489,yínzhōulùdōngduàn,银州路东段,East section of Yinzhou Road,tiělíng,铁岭,Tieling,Mainland China,Liaoning
2219A,42.2217,123.7153,jīnshājiānglùběi,金沙江路北,Jinshajiang Road North,tiělíng,铁岭,Tieling,Mainland China,Liaoning
2220A,41.5931,120.4439,xīliáng,西梁,West beam,zhāoyáng,朝阳,Chaoyang,Mainland China,Liaoning
2221A,41.5672,120.4486,hépànxiǎoqū,河畔小区,Riverside community,zhāoyáng,朝阳,Chaoyang,Mainland China,Liaoning
2222A,41.5647,120.4247,bālǐbǎo,八里堡,Bali Fort,zhāoyáng,朝阳,Chaoyang,Mainland China,Liaoning
2223A,41.615,120.3939,nóngyèyuánqū,农业园区,Agricultural park,zhāoyáng,朝阳,Chaoyang,Mainland China,Liaoning
2224A,43.1747,124.3419,jiāncèzhàn,监测站,GHG monitoring,sìpíng,四平,Siping,Mainland China,Jilin
1591A,39.8129,110.0023,zònghélóu,综合楼,Comprehensive building,èěrduōsī,鄂尔多斯,Ordos City,Mainland China,Nei Mongol
2226A,43.1847,124.3897,jìngyuán,境园,Land park,sìpíng,四平,Siping,Mainland China,Jilin
2227A,42.8947,125.1358,huánbǎojú,环保局,Environmental Protection Agency,liáoyuán,辽源,Liaoyuan,Mainland China,Jilin
2228A,42.8953,125.1567,wūshǔichùlǐchǎng,污水处理厂,Sewage treatment plant,liáoyuán,辽源,Liaoyuan,Mainland China,Jilin
2229A,41.7156,125.9361,guāngmíng,光明,Guangming,tōnghuà,通化,Tonghua,Mainland China,Jilin
2230A,41.7381,125.9486,tiělù,铁路,Rail transport,tōnghuà,通化,Tonghua,Mainland China,Jilin
2231A,41.9206,126.4047,xǐfēng,喜丰,Xifeng,báishān,白山,白山,Mainland China,Jilin
2232A,41.9419,126.4078,huánbǎojú,环保局,Environmental Protection Agency,báishān,白山,白山,Mainland China,Jilin
2233A,45.0878,124.8292,jiāngnán,江南,Jiangnan,sōngyuán,松原,Matsubara,Mainland China,Jilin
2234A,45.1642,124.8528,jiāngběi,江北,Jiangbei,sōngyuán,松原,Matsubara,Mainland China,Jilin
2235A,45.6289,122.8444,táoběiqūhuánbǎojú,洮北区环保局,Yubei District Environmental Protection Bureau,báichéng,白城,Baicheng,Mainland China,Jilin
2236A,45.6175,122.8211,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,báichéng,白城,Baicheng,Mainland China,Jilin
2237A,42.8939,129.4892,fùyòuyìyuàn,妇幼医院,Mother and Child Hospital,yánbiānzhōu,延边州,Yanbian Korean Autonomous Prefecture,Mainland China,Jilin
2238A,42.9061,129.5042,yánbiānyìyuàn,延边医院,Yanbian Hospital,yánbiānzhōu,延边州,Yanbian Korean Autonomous Prefecture,Mainland China,Jilin
2239A,42.8775,129.3675,zhāoyángchuānzhènyìyuàn,朝阳川镇医院,Chaoyangchuan Town Hospital,yánbiānzhōu,延边州,Yanbian Korean Autonomous Prefecture,Mainland China,Jilin
2240A,45.2924,130.96200000000002,huánbǎojú　,环保局　,Environmental Protection Agency,jīxī,鸡西,Jixi,Mainland China,Heilongjiang
2241A,45.305,130.9817,zìláishǔigōngsī　,自来水公司　,Water company,jīxī,鸡西,Jixi,Mainland China,Heilongjiang
2242A,45.2948,131.0103,báijǐuchǎng　,白酒厂　,White wine factory,jīxī,鸡西,Jixi,Mainland China,Heilongjiang
2243A,45.2978,130.9298,qìxiàngjú　,气象局　,Weather bureau,jīxī,鸡西,Jixi,Mainland China,Heilongjiang
2244A,47.3349,130.2659,hāpífēngōngsī,哈啤分公司,Harbin Brewery Branch,hègǎng,鹤岗,Hegang,Mainland China,Heilongjiang
2245A,47.2753,130.261,sīdájīdiàn,斯达机电,Star Electrical,hègǎng,鹤岗,Hegang,Mainland China,Heilongjiang
2246A,47.3489,130.3172,dōngshānzhǐbǎnchǎng,东山纸板厂,Dongshan Cardboard Factory,hègǎng,鹤岗,Hegang,Mainland China,Heilongjiang
2247A,47.3382,130.1097,wǔhàoshǔikù,五号水库,Fifth Reservoir,hègǎng,鹤岗,Hegang,Mainland China,Heilongjiang
2248A,46.6572,131.1638,shuānghécūn,双合村,Shuanghe Village,shuāngyāshān,双鸭山,Shuangyashan,Mainland China,Heilongjiang
2249A,46.619,131.1651,nánxiǎoshì,南小市,Nanxiao City,shuāngyāshān,双鸭山,Shuangyashan,Mainland China,Heilongjiang
2250A,46.6462,131.1516,huánbǎojú,环保局,Environmental Protection Agency,shuāngyāshān,双鸭山,Shuangyashan,Mainland China,Heilongjiang
2251A,46.5888,131.1572,miáopǔ,苗圃,Nursey,shuāngyāshān,双鸭山,Shuangyashan,Mainland China,Heilongjiang
2252A,47.7222,128.8736,zhōngxīnyìyuàn,中心医院,Central hospital,yīchūn,伊春,Yichun,Mainland China,Heilongjiang
2253A,47.7317,128.9094,línguǎnjú,林管局,Forest management bureau,yīchūn,伊春,Yichun,Mainland China,Heilongjiang
2254A,48.4658,129.4942,tāngwànghéguójiāgōngyuán,汤旺河国家公园,Tangwang River National Park,yīchūn,伊春,Yichun,Mainland China,Heilongjiang
2255A,46.8025,130.2719,jiāfǎng,佳纺,Jiafang,jiāmùsī,佳木斯,Jiamusi,Mainland China,Heilongjiang
2256A,46.8267,130.3961,fādiànchǎng,发电厂,Power station,jiāmùsī,佳木斯,Jiamusi,Mainland China,Heilongjiang
2257A,46.7975,130.3258,huánbǎojú,环保局,Environmental Protection Agency,jiāmùsī,佳木斯,Jiamusi,Mainland China,Heilongjiang
2258A,46.8032,130.3648,shíyīzhōng,十一中,Eleven,jiāmùsī,佳木斯,Jiamusi,Mainland China,Heilongjiang
2259A,46.7588,130.3794,sìfēng,四丰,Sifeng,jiāmùsī,佳木斯,Jiamusi,Mainland China,Heilongjiang
2260A,45.7677,131.0032,huánbǎojú,环保局,Environmental Protection Agency,qītáihé,七台河,Qitaihe,Mainland China,Heilongjiang
2261A,45.8194,130.8625,xīnjiàn　,新建　,New,qītáihé,七台河,Qitaihe,Mainland China,Heilongjiang
2262A,45.8309,130.9467,hútóugōu,葫头沟,Shantougou,qītáihé,七台河,Qitaihe,Mainland China,Heilongjiang
2263A,50.2486,127.4961,jiāotōngjú　,交通局　,Traffic bureau,hēihé,黑河,Hay River,Mainland China,Heilongjiang
2264A,50.2391,127.5044,dǎngxiào,党校,Party school,hēihé,黑河,Hay River,Mainland China,Heilongjiang
2265A,50.2538,127.4143,dìzhènjú　,地震局　,Earthquake bureau,hēihé,黑河,Hay River,Mainland China,Heilongjiang
2266A,46.6384,126.9934,rénhédōngjiē,人和东街,People and East Street,sūihuà,绥化,Suihua,Mainland China,Heilongjiang
2267A,46.6527,126.9636,dǎngzhèngbàngōngzhōngxīn,党政办公中心,Party and government office center,sūihuà,绥化,Suihua,Mainland China,Heilongjiang
2268A,50.4269,124.1186,huánbǎojú,环保局,Environmental Protection Agency,dàxīngānlíngdìqū,大兴安岭地区,Daxinganling Prefecture,Mainland China,Nei Mongol
2269A,50.4217,124.1303,gōngānjú,公安局,Public security bureau,dàxīngānlíngdìqū,大兴安岭地区,Daxinganling Prefecture,Mainland China,Nei Mongol
2270A,32.939,117.3961,gōngrénliáoyǎngyuàn,工人疗养院,Worker sanatorium,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2271A,32.9444,117.3575,bǎihuòdàlóu,百货大楼,Department store,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2272A,32.935,117.3086,èrshǔichǎng,二水厂,Second water plant,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2273A,32.8913,117.4186,bàngbùxuéyuàn,蚌埠学院,College,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2274A,32.9673,117.3536,huáishàngqūzhèngfǔ,淮上区政府,Huai Shang District Government,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2275A,32.8985,117.3065,gāoxīnqū,高新区,High-tech Zone,bàngbù,蚌埠,蚌埠,Mainland China,Anhui
2276A,32.6611,117.0417,dàtōngqūzhèngfǔ,大通区政府,Datong District Government,huáinán,淮南,Huainan,Mainland China,Anhui
2277A,32.7639,116.8028,pānjíqūzhèngfǔ,潘集区政府,Panji District Government,huáinán,淮南,Huainan,Mainland China,Anhui
2278A,32.645,117.0083,shīfànxuéyuàn,师范学院,Teacher Training Colleges,huáinán,淮南,Huainan,Mainland China,Anhui
2279A,32.6028,116.8556,xièjiājíqūzhèngfǔ,谢家集区政府,Xiejia District Government,huáinán,淮南,Huainan,Mainland China,Anhui
2280A,32.6319,116.8306,bāgōngshānqūzhèngfǔ,八公山区政府,Bagong Mountain Government,huáinán,淮南,Huainan,Mainland China,Anhui
2281A,32.625,116.7039,jiāogǎnghúfēngjǐngqūguǎnlǐchù,焦岗湖风景区管理处,Jiaogang Lake Scenic Area Management Office,huáinán,淮南,Huainan,Mainland China,Anhui
2282A,33.975,116.8008,jiāncèzhàn,监测站,GHG monitoring,huáiběi,淮北,Huaibei,Mainland China,Anhui
2283A,33.8997,116.8067,lièshānqūzhèngfǔ,烈山区政府,Lieshan District Government,huáiběi,淮北,Huaibei,Mainland China,Anhui
2284A,33.9461,116.7844,zhíyèjìzhúxuéyuàn,职业技术学院,vocational school,huáiběi,淮北,Huaibei,Mainland China,Anhui
2285A,30.9414,117.8178,shìdìsìzhōngxué,市第四中学,City Fourth Middle School,tónglíng,铜陵,Tongling,Mainland China,Anhui
2286A,30.9222,117.8078,shìgōnglùjú,市公路局,City Highway Bureau,tónglíng,铜陵,Tongling,Mainland China,Anhui
2287A,30.9414,117.7806,shìxīnmínwūshǔichǎng,市新民污水厂,Xinmin Wastewater Treatment Plant,tónglíng,铜陵,Tongling,Mainland China,Anhui
2288A,30.8811,117.7442,shìdìjǐuzhōngxué,市第九中学,City No. 9 Middle School,tónglíng,铜陵,Tongling,Mainland China,Anhui
2289A,30.9219,117.8561,chēzhànxīnqū,车站新区,Station new area,tónglíng,铜陵,Tongling,Mainland China,Anhui
2290A,30.9697,117.8472,shìzhíjiàojīdì,市职教基地,City vocational education base,tónglíng,铜陵,Tongling,Mainland China,Anhui
2291A,30.5103,117.0549,huánkēyuàn,环科院,Academy of Environmental Sciences,ānqìng,安庆,Anqing,Mainland China,Anhui
2292A,30.51197222,117.0331111,mǎshānbīnguǎn,马山宾馆,Mashan Hotel,ānqìng,安庆,Anqing,Mainland China,Anhui
2293A,30.5489,117.0486,liánfùhuāyuán,联富花园,Lianfu Garden,ānqìng,安庆,Anqing,Mainland China,Anhui
2294A,30.6145,116.9894,ānqìngdàxué,安庆大学,Anqing University,ānqìng,安庆,Anqing,Mainland China,Anhui
2295A,29.7128,118.3057,yánānlù89hào,延安路89号,89 Yan&#39;an Road,huángshān,黄山,Huangshan,Mainland China,Anhui
2296A,29.7207,118.3236,huángshāndōnglù89hào,黄山东路89号,No. 89 Huangshan East Road,huángshān,黄山,Huangshan,Mainland China,Anhui
2297A,30.2756,118.1371,huángshānqūzhèngfǔ5hàolóu,黄山区政府5号楼,Huangshan District Government Building 5,huángshān,黄山,Huangshan,Mainland China,Anhui
2298A,32.3153,118.3094,lǎoniándàxué,老年大学,University of the third age,chúzhōu,滁州,Zhangzhou,Mainland China,Anhui
2299A,32.2786,118.3244,réndàbīnguǎn,人大宾馆,Renda Hotel,chúzhōu,滁州,Zhangzhou,Mainland China,Anhui
2300A,32.3061,118.3158,jiāncèzhàn,监测站,GHG monitoring,chúzhōu,滁州,Zhangzhou,Mainland China,Anhui
2301A,32.8928,115.8275,shìjiāncèzhàn,市监测站,City monitoring station,fùyáng,阜阳,Fuyang,Mainland China,Anhui
2302A,32.80972,115.80517,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,fùyáng,阜阳,Fuyang,Mainland China,Anhui
2303A,32.8603,115.8556,kāifāqū,开发区,Thereof: Development,fùyáng,阜阳,Fuyang,Mainland China,Anhui
2305A,33.6284,116.9677,yīzhōng,一中,One,sùzhōu,宿州,Suzhou,Mainland China,Anhui
2306A,33.63063889,116.989,huǒchēzhàn,火车站,RAIL STATION,sùzhōu,宿州,Suzhou,Mainland China,Anhui
2307A,31.7371,116.508,jiāncèdàlóu,监测大楼,Monitoring building,lìuān,六安,Lu&#39;an,Mainland China,Anhui
2308A,31.7618,116.478,wǎnxīxuéyuàn,皖西学院,West Anhui College,lìuān,六安,Lu&#39;an,Mainland China,Anhui
2309A,31.7797,116.5068,zhāoyángchǎng,朝阳厂,Chaoyang Factory,lìuān,六安,Lu&#39;an,Mainland China,Anhui
2310A,31.7712,116.5661,kāifāqū,开发区,Thereof: Development,lìuān,六安,Lu&#39;an,Mainland China,Anhui
2311A,33.8399,115.8067,wūshǔichùlǐchǎng,污水处理厂,Sewage treatment plant,bózhōu,亳州,Bozhou,Mainland China,Anhui
2312A,33.8561,115.7831,sānguólǎnshènggōng,三国揽胜宫,Three Kingdoms Range Rover Palace,bózhōu,亳州,Bozhou,Mainland China,Anhui
2313A,30.6414,117.4808,huánbǎodàlóu,环保大楼,Environmental protection building,chízhōu,池州,Chizhou,Mainland China,Anhui
2314A,30.6617,117.4697,chízhōuxuéyuàn,池州学院,Chizhou College,chízhōu,池州,Chizhou,Mainland China,Anhui
2315A,30.6539,117.4974,píngtiānhú,平天湖,Pingtian Lake,chízhōu,池州,Chizhou,Mainland China,Anhui
2316A,30.9447,118.7581,áofēngzǐzhàn,鳌峰子站,鳌峰子站,xuānchéng,宣城,Xuancheng,Mainland China,Anhui
2317A,30.9742,118.7386,jìngtíngshānzǐzhàn,敬亭山子站,Jingtingshanzi Station,xuānchéng,宣城,Xuancheng,Mainland China,Anhui
2318A,30.9431,118.7175,kāifāqūzǐzhàn,开发区子站,Development zone substation,xuānchéng,宣城,Xuancheng,Mainland China,Anhui
2319A,25.442,119.0156,lìchéngqūcānghòulù,荔城区仓后路,"Canghou Road, Wucheng District",fǔtián,莆田,Putian,Mainland China,Fujian
2323A,25.4792,118.981,dōngzhènshǔikù,东圳水库,Dongzhen Reservoir,fǔtián,莆田,Putian,Mainland China,Fujian
2324A,26.2625,117.6211,sāngāng,三钢,Sangang,sānmíng,三明,Sanming,Mainland China,Fujian
2325A,26.2708,117.6353,sānmíngèrzhōng,三明二中,Sanming II,sānmíng,三明,Sanming,Mainland China,Fujian
2326A,26.2378,117.6028,sānyuánqūzhèngfǔ,三元区政府,Sanyuan District Government,sānmíng,三明,Sanming,Mainland China,Fujian
2327A,26.3108,117.7275,yángxī,洋溪,Yangxi,sānmíng,三明,Sanming,Mainland China,Fujian
2331A,26.6761,118.0966,mángdàngshān,茫荡山,茫荡山,nánpíng,南平,Nanping,Mainland China,Fujian
2332A,26.6383,118.1694,nánpíngshìjiāncèzhàn,南平市监测站,Nanping City Monitoring Station,nánpíng,南平,Nanping,Mainland China,Fujian
2333A,26.6514,118.1819,nánpínglv̌yèyǒuxiàngōngsī,南平铝业有限公司,"Nanping Aluminum Industry Co., Ltd.",nánpíng,南平,Nanping,Mainland China,Fujian
2334A,26.6272,118.1756,nánpíngqīzhōng,南平七中,Nanping Seventh Middle School,nánpíng,南平,Nanping,Mainland China,Fujian
2335A,25.1174,117.0181,lóngyánshīzhuān,龙岩师专,Longyan Teachers College,lóngyán,龙岩,Longyan,Mainland China,Fujian
2336A,25.1035,117.0216,lóngyánshìjiāncèzhàn,龙岩市监测站,Longyan City Monitoring Station,lóngyán,龙岩,Longyan,Mainland China,Fujian
2337A,25.0661,117.0256,mǐnxīzhíyèjìzhúxuéyuàn,闽西职业技术学院,Minxi Vocational and Technical College,lóngyán,龙岩,Longyan,Mainland China,Fujian
2338A,25.0311,117.0151,lóngyánxuéyuàn,龙岩学院,Longyan College,lóngyán,龙岩,Longyan,Mainland China,Fujian
2339A,26.6946,119.5001,jīnhánshǔikù,金涵水库,Jinhan Reservoir,níngdé,宁德,Ningde,Mainland China,Fujian
2340A,26.6607,119.5202,jiāochéngqūnóngjījú,蕉城区农机局,Jiaocheng Agricultural Machinery Bureau,níngdé,宁德,Ningde,Mainland China,Fujian
2341A,26.6611,119.5392,níngdéshìjiāncèzhàn,宁德市监测站,Ningde City Monitoring Station,níngdé,宁德,Ningde,Mainland China,Fujian
2342A,29.3864,117.3097,wánggǎngzhōngxué,王岗中学,Wang Gang Middle School,jǐngdézhèn,景德镇,Jingdezhen,Mainland China,Jiangxi
2343A,29.2958,117.2111,lǎogānbùhuódòngzhōngxīn,老干部活动中心,Old Cadre Activity Center,jǐngdézhèn,景德镇,Jingdezhen,Mainland China,Jiangxi
2344A,29.2786,117.1983,shòuyìzhàn,兽医站,veterinary services,jǐngdézhèn,景德镇,Jingdezhen,Mainland China,Jiangxi
2345A,29.2647,117.1558,táidátáocí,台达陶瓷,Delta Ceramics,jǐngdézhèn,景德镇,Jingdezhen,Mainland China,Jiangxi
2346A,29.2956,117.2461,táoyánsuǒ,陶研所,Tao Institute,jǐngdézhèn,景德镇,Jingdezhen,Mainland China,Jiangxi
2347A,27.4948,114.0944,wǔgōngshānqìxiàngzhàn,武功山气象站,Wugongshan Weather Station,píngxiāng,萍乡,Pingxiang,Mainland China,Jiangxi
2348A,27.6428,113.8381,zhōngyìyuàn,中医院,Chinese medicine hospital,píngxiāng,萍乡,Pingxiang,Mainland China,Jiangxi
2349A,27.6231,113.8447,shìzhèngfǔchēkù,市政府车库,City government garage,píngxiāng,萍乡,Pingxiang,Mainland China,Jiangxi
2350A,27.6442,113.8686,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,píngxiāng,萍乡,Pingxiang,Mainland China,Jiangxi
2351A,27.6178,113.865,ānyuánqūzhèngfǔ,安源区政府,Anyuan District Government,píngxiāng,萍乡,Pingxiang,Mainland China,Jiangxi
2352A,27.7758,115.0586,běigǎng,北岗,Beigang,xīnyú,新余,Xinyu,Mainland China,Jiangxi
2353A,27.8344,114.9831,fēiyǔ,飞宇,Feiyu,xīnyú,新余,Xinyu,Mainland China,Jiangxi
2354A,27.8328,114.9289,dìèrshǔichǎng,第二水厂,Second water plant,xīnyú,新余,Xinyu,Mainland China,Jiangxi
2355A,27.8036,114.9314,shìqìxiàngjú,市气象局,Municipal meteorological bureau,xīnyú,新余,Xinyu,Mainland China,Jiangxi
2356A,27.8042,114.9119,xīngāngyǎngqìchǎng,新钢氧气厂,New Steel Oxygen Factory,xīnyú,新余,Xinyu,Mainland China,Jiangxi
2357A,28.095,116.9622,lónghǔshān,龙虎山,Mount Longhu,yīngtán,鹰潭,Yingtan,Mainland China,Jiangxi
2358A,28.2642,117.0564,xīnjiāncèzhàn,新监测站,New monitoring station,yīngtán,鹰潭,Yingtan,Mainland China,Jiangxi
2359A,28.2403,117.0281,cáiyuànbīnguǎn,财苑宾馆,Caiyuan Hotel,yīngtán,鹰潭,Yingtan,Mainland China,Jiangxi
2360A,28.2264,117.0222,tǐyùguǎn,体育馆,Gymnasium,yīngtán,鹰潭,Yingtan,Mainland China,Jiangxi
2361A,28.2169,116.9983,sānchuānshǔibiǎo,三川水表,Sanchuan Water Meter,yīngtán,鹰潭,Yingtan,Mainland China,Jiangxi
2362A,25.9118,114.9064,tōngtiānyán,通天岩,Tongtianyan,gànzhōu,赣州,Ganzhou,Mainland China,Jiangxi
2363A,25.8664,114.9367,dìwěi,地委,Local committee,gànzhōu,赣州,Ganzhou,Mainland China,Jiangxi
2364A,25.8481,114.9461,qìxiàngtái,气象台,meteorological stations,gànzhōu,赣州,Ganzhou,Mainland China,Jiangxi
2365A,25.8333,114.9322,shìtúshūguǎn,市图书馆,City library,gànzhōu,赣州,Ganzhou,Mainland China,Jiangxi
2366A,25.8471,114.8905,huájiānxiéchéng,华坚鞋城,Huajian Shoes City,gànzhōu,赣州,Ganzhou,Mainland China,Jiangxi
2367A,27.0658,114.9817,hóngshēngqìcáichǎng,红声器材厂,Hongsheng Equipment Factory,jíān,吉安,Ji&#39;an,Mainland China,Jiangxi
2368A,27.11,114.9739,shìsēnlíngōngyèjú,市森林工业局,City Forest Industry Bureau,jíān,吉安,Ji&#39;an,Mainland China,Jiangxi
2369A,27.1311,114.99,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,jíān,吉安,Ji&#39;an,Mainland China,Jiangxi
2370A,27.0983,115.0075,qīngyuánqūfǎyuàn,青原区法院,Qingyuan District Court,jíān,吉安,Ji&#39;an,Mainland China,Jiangxi
2371A,27.8036,114.3442,bīnlángshǔiyè,槟榔水业,Betel nut industry,yíchūn,宜春,Yichun,Mainland China,Jiangxi
2372A,27.8014,114.3806,shìzhōngguóyínxíng,市中国银行,Bank of China,yíchūn,宜春,Yichun,Mainland China,Jiangxi
2373A,27.7842,114.3953,shìshíyóugōngsī,市石油公司,City oil company,yíchūn,宜春,Yichun,Mainland China,Jiangxi
2374A,27.7914,114.3703,shìqìxiàngjú,市气象局,Municipal meteorological bureau,yíchūn,宜春,Yichun,Mainland China,Jiangxi
2375A,27.8072,114.4011,shìguǎngdiànjú,市广电局,City Radio and Television Bureau,yíchūn,宜春,Yichun,Mainland China,Jiangxi
2376A,28.0797,116.2239,tóngyuándǎngxī,桐源党溪,Tongyuan Party Creek,fǔzhōu,抚州,Fuzhou,Mainland China,Jiangxi
2377A,27.9883,116.3553,shìzhàn,市站,City station,fǔzhōu,抚州,Fuzhou,Mainland China,Jiangxi
2378A,27.9639,116.3598,xiěfángzhàn,血防站,Blood defense station,fǔzhōu,抚州,Fuzhou,Mainland China,Jiangxi
2379A,28.0005,116.3574,cǎichájùtuán,采茶剧团,Tea troupe,fǔzhōu,抚州,Fuzhou,Mainland China,Jiangxi
2380A,27.9647,116.385,yìxuéfēnyuàn,医学分院,Medical branch,fǔzhōu,抚州,Fuzhou,Mainland China,Jiangxi
2381A,28.4569,118.0058,bǎicǎoyuán,百草园,Herb Garden,shàngráo,上饶,Shangrao,Mainland China,Jiangxi
2382A,28.4459,117.973,shìjiāncèzhàn,市监测站,City monitoring station,shàngráo,上饶,Shangrao,Mainland China,Jiangxi
2383A,28.4622,117.9511,fènghuángguāngxué,凤凰光学,Phoenix Optics,shàngráo,上饶,Shangrao,Mainland China,Jiangxi
2384A,28.4303,117.9033,kāifāqūguǎnwěihùi,开发区管委会,Development Zone Management Committee,shàngráo,上饶,Shangrao,Mainland China,Jiangxi
2385A,35.9019,114.17,shìjiāncèzhàn,市监测站,City monitoring station,hèbì,鹤壁,Hebi,Mainland China,Henan
2386A,35.7511,114.2956,shìjiāojǐngzhīdùi,市交警支队,City Traffic Police Detachment,hèbì,鹤壁,Hebi,Mainland China,Henan
2387A,35.7306,114.2878,yíngbīnguǎn,迎宾馆,Welcome hotel,hèbì,鹤壁,Hebi,Mainland China,Henan
2388A,35.279,113.926,kējìxuéyuàn,科技学院,University of Science and Technology,xīnxiāng,新乡,Xinxiang,Mainland China,Henan
2389A,35.31,113.836,huánbǎoxīyuàn,环保西院,Environmental Protection West Hospital,xīnxiāng,新乡,Xinxiang,Mainland China,Henan
2390A,35.272,113.884,kāifāqū,开发区,Thereof: Development,xīnxiāng,新乡,Xinxiang,Mainland China,Henan
2391A,35.30300000000001,113.883,huánbǎodōngyuàn,环保东院,Environmental Protection East Hospital,xīnxiāng,新乡,Xinxiang,Mainland China,Henan
2392A,35.76300000000001,115.031,huánbǎojú,环保局,Environmental Protection Agency,púyáng,濮阳,Fuyang,Mainland China,Henan
2393A,35.767,114.9906,hóngtiānwēi,紭天威,Yan Tianwei,púyáng,濮阳,Fuyang,Mainland China,Henan
2394A,35.7672,115.0628,yóutiányùnshūgōngsī,油田运输公司,Oilfield transportation company,púyáng,濮阳,Fuyang,Mainland China,Henan
2395A,35.767,115.0772,yóutiánwùtàngōngsī,油田物探公司,Oilfield geophysical company,púyáng,濮阳,Fuyang,Mainland China,Henan
2396A,34.0117,113.8331,jiāncèzhàn,监测站,GHG monitoring,xǔchāng,许昌,Xu Chang,Mainland China,Henan
2397A,34.0314,113.8208,huánbǎojú,环保局,Environmental Protection Agency,xǔchāng,许昌,Xu Chang,Mainland China,Henan
2398A,33.9953,113.7906,kāifāqū,开发区,Thereof: Development,xǔchāng,许昌,Xu Chang,Mainland China,Henan
2399A,33.567,114.056,sānwǔyīwǔgōngchǎng,三五一五工厂,Three five one five factory,tàhé,漯河,Luohe,Mainland China,Henan
2400A,33.568000000000005,114.005,tàhédàxué,漯河大学,Luohe University,tàhé,漯河,Luohe,Mainland China,Henan
2401A,33.581,114.014,shǔilìjú,水利局,Water Authority,tàhé,漯河,Luohe,Mainland China,Henan
2402A,33.5653,114.0322,guǎngdiànjú,广电局,Radio and television bureau,tàhé,漯河,Luohe,Mainland China,Henan
2403A,32.9917,112.5192,huánbǎojú　,环保局　,Environmental Protection Agency,nányáng,南阳,Nanyang,Mainland China,Henan
2404A,33.0122,112.5224,wǎfángzhuāng,瓦房庄,Wafangzhuang,nányáng,南阳,Nanyang,Mainland China,Henan
2405A,32.9735,112.5003,hànhuàguǎn,汉画馆,Han Gallery,nányáng,南阳,Nanyang,Mainland China,Henan
2406A,33.027,112.5573,qìxiàngzhàn,气象站,weather station,nányáng,南阳,Nanyang,Mainland China,Henan
